Time	[Ca_ex]	[Ca_s]	[Ca_c]	[Ca_B]	[s5]	[IP3]	[s7]	[s8]	[s9]	[s10]	[s11]	[TimeT]	[s13]	[Shear Stress]	Compartments[default].Volume	Compartments[Cell].Volume	Compartments[ER].Volume	Values[R_T]	Values[k1]	Values[k2]	Values[k3]	Values[k4]	Values[k5]	Values[k6]	Values[k7]	Values[K1]	Values[K2]	Values[K3]	Values[K4]	Values[K5]	Values[K_hi]	Values[k_CICR]	Values[K_CICR]	Values[k_CCE]	Values[B_T]	Values[dot_Vp]	Values[dot_Vex]	Values[dot_Vhi]	Values[dot_q_inpass]	Values[Cao]	Values[tau_I]	Values[tau_II]	Values[half]	Values[fracK]
124.534	1.5e+06	2.44628e+06	771.264	24540	0	22.3371	-1809.12	1786.79	200335	535659	-373602	124.534	-124.534	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
124.928	1.5e+06	2.44361e+06	775.111	24637.2	0	22.3612	-1817.95	1795.59	201538	538208	-374783	124.928	-124.928	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
125.321	1.5e+06	2.44093e+06	778.958	24734.3	0	22.3853	-1826.78	1804.39	202742	540762	-375964	125.321	-125.321	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
125.715	1.5e+06	2.43825e+06	782.805	24831.2	0	22.4091	-1835.62	1813.21	203947	543319	-377145	125.715	-125.715	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
126.502	1.5e+06	2.43288e+06	790.498	25024.4	0	22.4565	-1853.33	1830.87	206359	548444	-379507	126.502	-126.502	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
127.29	1.5e+06	2.42748e+06	798.186	25216.6	0	22.5032	-1871.08	1848.57	208775	553583	-381869	127.29	-127.29	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
128.077	1.5e+06	2.42207e+06	805.865	25407.9	0	22.5494	-1888.86	1866.31	211194	558737	-384232	128.077	-128.077	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
128.865	1.5e+06	2.41665e+06	813.531	25598	0	22.5951	-1906.68	1884.08	213617	563904	-386594	128.865	-128.865	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
130.631	1.5e+06	2.40442e+06	830.666	26020.3	0	22.6956	-1946.78	1924.09	219064	575548	-391893	130.631	-130.631	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
132.398	1.5e+06	2.39211e+06	847.674	26435.8	0	22.7934	-1987.06	1964.27	224526	587259	-397193	132.398	-132.398	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
134.164	1.5e+06	2.37974e+06	864.509	26843.4	0	22.8887	-2027.51	2004.62	230000	599034	-402493	134.164	-134.164	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
135.931	1.5e+06	2.3673e+06	881.128	27242.3	0	22.9814	-2068.12	2045.13	235486	610871	-407792	135.931	-135.931	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
138.124	1.5e+06	2.35177e+06	901.387	27724	0	23.0932	-2118.75	2095.66	242313	625649	-414372	138.124	-138.124	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
140.317	1.5e+06	2.33616e+06	921.149	28189.1	0	23.2012	-2169.63	2146.43	249153	640514	-420952	140.317	-140.317	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
142.51	1.5e+06	2.32048e+06	940.325	28636	0	23.3058	-2220.73	2197.43	256006	655460	-427531	142.51	-142.51	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
144.704	1.5e+06	2.30472e+06	958.826	29063	0	23.4069	-2272.06	2248.66	262870	670483	-434111	144.704	-144.704	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
146.897	1.5e+06	2.28891e+06	976.567	29468.7	0	23.5047	-2323.6	2300.1	269744	685577	-440691	146.897	-146.897	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
149.622	1.5e+06	2.26919e+06	997.425	29941.2	0	23.6219	-2387.94	2364.32	278298	704425	-448866	149.622	-149.622	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
152.347	1.5e+06	2.24941e+06	1016.83	30376.3	0	23.7342	-2452.58	2428.85	286862	723366	-457042	152.347	-152.347	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
155.073	1.5e+06	2.22957e+06	1034.63	30771.8	0	23.8421	-2517.52	2493.68	295436	742390	-465218	155.073	-155.073	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
157.798	1.5e+06	2.2097e+06	1050.7	31125.9	0	23.9455	-2582.74	2558.8	304018	761488	-473394	157.798	-157.798	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
160.523	1.5e+06	2.1898e+06	1064.93	31437	0	24.0448	-2648.23	2624.19	312606	780651	-481570	160.523	-160.523	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
163.248	1.5e+06	2.16988e+06	1077.21	31704	0	24.1401	-2713.99	2689.85	321200	799869	-489745	163.248	-163.248	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
165.974	1.5e+06	2.14996e+06	1087.48	31925.8	0	24.2315	-2779.99	2755.76	329798	819134	-497921	165.974	-165.974	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
168.699	1.5e+06	2.13005e+06	1095.66	32101.8	0	24.3192	-2846.24	2821.92	338400	838436	-506097	168.699	-168.699	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
172.195	1.5e+06	2.10454e+06	1103.05	32260.1	0	24.4266	-2931.55	2907.12	349437	863235	-516584	172.195	-172.195	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
175.691	1.5e+06	2.07907e+06	1106.91	32342.8	0	24.5284	-3017.22	2992.69	360476	888063	-527072	175.691	-175.691	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
179.186	1.5e+06	2.05367e+06	1107.28	32350.8	0	24.6249	-3103.23	3078.61	371517	912902	-537559	179.186	-179.186	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
179.742	1.5e+06	2.04964e+06	1107.02	32345.3	0	24.6398	-3116.94	3092.3	373272	916852	-539227	179.742	-179.742	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
180.298	1.5e+06	2.04561e+06	1106.68	32338	0	24.6546	-3130.66	3106.01	375028	920801	-540894	180.298	-180.298	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
180.854	1.5e+06	2.04158e+06	1106.25	32328.8	0	24.6692	-3144.38	3119.72	376784	924751	-542562	180.854	-180.854	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
181.41	1.5e+06	2.03755e+06	1105.73	32317.8	0	24.6837	-3158.12	3133.43	378539	928699	-544230	181.41	-181.41	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
181.966	1.5e+06	2.03353e+06	1105.13	32305.1	0	24.6981	-3171.86	3147.16	380295	932648	-545898	181.966	-181.966	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
183.078	1.5e+06	2.02549e+06	1103.69	32274.1	0	24.7266	-3199.36	3174.64	383806	940543	-549233	183.078	-183.078	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
184.19	1.5e+06	2.01747e+06	1101.91	32236.1	0	24.7545	-3226.9	3202.14	387317	948436	-552569	184.19	-184.19	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
185.301	1.5e+06	2.00945e+06	1099.8	32191.1	0	24.782	-3254.46	3229.68	390827	956326	-555904	185.301	-185.301	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
186.413	1.5e+06	2.00144e+06	1097.38	32139.3	0	24.809	-3282.06	3257.25	394338	964212	-559240	186.413	-186.413	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
188.517	1.5e+06	1.98633e+06	1091.95	32022.8	0	24.8589	-3334.35	3309.49	400978	979120	-565551	188.517	-188.517	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
190.621	1.5e+06	1.97125e+06	1085.46	31883	0	24.9073	-3386.74	3361.84	407616	994009	-571862	190.621	-190.621	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
192.724	1.5e+06	1.95623e+06	1077.95	31720.8	0	24.9541	-3439.24	3414.28	414253	1.00888e+06	-578172	192.724	-192.724	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
194.828	1.5e+06	1.94126e+06	1069.49	31537.2	0	24.9995	-3491.82	3466.82	420887	1.02372e+06	-584483	194.828	-194.828	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
196.931	1.5e+06	1.92634e+06	1060.13	31333.4	0	25.0434	-3544.5	3519.46	427519	1.03853e+06	-590794	196.931	-196.931	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
199.515	1.5e+06	1.90809e+06	1047.52	31057.1	0	25.0955	-3609.32	3584.22	435658	1.05668e+06	-598544	199.515	-199.515	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
202.098	1.5e+06	1.88992e+06	1033.78	30754.2	0	25.1456	-3674.26	3649.12	443792	1.07478e+06	-606294	202.098	-202.098	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
204.681	1.5e+06	1.87185e+06	1019.04	30427.1	0	25.1937	-3739.33	3714.14	451920	1.09281e+06	-614044	204.681	-204.681	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
207.265	1.5e+06	1.85387e+06	1003.45	30078.1	0	25.24	-3804.53	3779.29	460041	1.11079e+06	-621794	207.265	-207.265	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
207.632	1.5e+06	1.85132e+06	1001.16	30026.8	0	25.2465	-3813.81	3788.57	461196	1.11334e+06	-622897	207.632	-207.632	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
208	1.5e+06	1.84877e+06	998.864	29975.1	0	25.2529	-3823.1	3797.85	462351	1.11589e+06	-624000	208	-208	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
208.368	1.5e+06	1.84623e+06	996.553	29923.1	0	25.2592	-3832.4	3807.14	463506	1.11844e+06	-625103	208.368	-208.368	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
208.735	1.5e+06	1.84368e+06	994.228	29870.7	0	25.2656	-3841.69	3816.43	464660	1.12099e+06	-626206	208.735	-208.735	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
209.298	1.5e+06	1.8398e+06	990.649	29789.8	0	25.2752	-3855.9	3830.63	466425	1.12488e+06	-627893	209.298	-209.298	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
209.86	1.5e+06	1.83591e+06	987.039	29708.2	0	25.2847	-3870.12	3844.84	468189	1.12877e+06	-629579	209.86	-209.86	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
210.422	1.5e+06	1.83204e+06	983.402	29625.7	0	25.2942	-3884.34	3859.05	469952	1.13265e+06	-631265	210.422	-210.422	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
211.269	1.5e+06	1.8262e+06	977.863	29499.9	0	25.3083	-3905.8	3880.5	472612	1.13851e+06	-633808	211.269	-211.269	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
212.117	1.5e+06	1.82037e+06	972.267	29372.4	0	25.3222	-3927.28	3901.96	475270	1.14435e+06	-636351	212.117	-212.117	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
212.965	1.5e+06	1.81456e+06	966.618	29243.3	0	25.336	-3948.76	3923.43	477927	1.15019e+06	-638894	212.965	-212.965	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
213.812	1.5e+06	1.80875e+06	960.919	29112.8	0	25.3496	-3970.26	3944.91	480583	1.15601e+06	-641437	213.812	-213.812	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
214.66	1.5e+06	1.80296e+06	955.177	28980.8	0	25.363	-3991.77	3966.4	483238	1.16183e+06	-643980	214.66	-214.66	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
215.508	1.5e+06	1.79718e+06	949.394	28847.6	0	25.3762	-4013.29	3987.91	485892	1.16764e+06	-646523	215.508	-215.508	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
216.355	1.5e+06	1.79141e+06	943.575	28713.1	0	25.3893	-4034.81	4009.43	488544	1.17345e+06	-649066	216.355	-216.355	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
217.377	1.5e+06	1.78446e+06	936.517	28549.4	0	25.4048	-4060.79	4035.38	491740	1.18043e+06	-652132	217.377	-217.377	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
218.399	1.5e+06	1.77754e+06	929.419	28384.2	0	25.4201	-4086.78	4061.36	494934	1.1874e+06	-655198	218.399	-218.399	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
219.421	1.5e+06	1.77063e+06	922.289	28217.7	0	25.4352	-4112.78	4087.34	498127	1.19435e+06	-658264	219.421	-219.421	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
220.444	1.5e+06	1.76374e+06	915.134	28050	0	25.45	-4138.8	4113.35	501317	1.20129e+06	-661331	220.444	-220.444	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
221.955	1.5e+06	1.75359e+06	904.521	27800	0	25.4715	-4177.29	4151.82	506029	1.21153e+06	-665864	221.955	-221.955	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
223.466	1.5e+06	1.74347e+06	893.885	27548.2	0	25.4925	-4215.81	4190.32	510735	1.22174e+06	-670397	223.466	-223.466	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
224.977	1.5e+06	1.73339e+06	883.248	27295	0	25.513	-4254.37	4228.86	515437	1.23191e+06	-674930	224.977	-224.977	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
226.488	1.5e+06	1.72335e+06	872.625	27040.7	0	25.5331	-4292.95	4267.42	520132	1.24205e+06	-679463	226.488	-226.488	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
228.945	1.5e+06	1.70711e+06	855.427	26626	0	25.5648	-4355.77	4330.2	527755	1.25847e+06	-686835	228.945	-228.945	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
231.402	1.5e+06	1.69098e+06	838.384	26211.4	0	25.5953	-4418.66	4393.06	535361	1.2748e+06	-694206	231.402	-231.402	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
233.859	1.5e+06	1.67496e+06	821.555	25798.4	0	25.6247	-4481.62	4455.99	542947	1.29104e+06	-701578	233.859	-233.859	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
236.317	1.5e+06	1.65904e+06	804.994	25388.4	0	25.6531	-4544.65	4518.99	550513	1.30719e+06	-708950	236.317	-236.317	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
238.774	1.5e+06	1.64324e+06	788.745	24982.6	0	25.6804	-4607.75	4582.07	558056	1.32324e+06	-716322	238.774	-238.774	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
242.421	1.5e+06	1.61999e+06	765.288	24390.6	0	25.719	-4701.51	4675.79	569206	1.34689e+06	-727262	242.421	-242.421	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
246.067	1.5e+06	1.597e+06	742.697	23813.5	0	25.7556	-4795.4	4769.64	580298	1.37033e+06	-738202	246.067	-246.067	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
249.714	1.5e+06	1.57426e+06	721.041	23253.7	0	25.7903	-4889.42	4863.63	591325	1.39357e+06	-749143	249.714	-249.714	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
253.361	1.5e+06	1.55179e+06	700.355	22712.8	0	25.8231	-4983.57	4957.74	602283	1.41659e+06	-760083	253.361	-253.361	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
256.287	1.5e+06	1.53394e+06	684.468	22293.3	0	25.8481	-5059.2	5033.35	611022	1.43491e+06	-768862	256.287	-256.287	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
259.214	1.5e+06	1.51626e+06	669.215	21887.1	0	25.872	-5134.9	5109.03	619710	1.45311e+06	-777642	259.214	-259.214	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
262.14	1.5e+06	1.49875e+06	654.589	21494.4	0	25.8949	-5210.67	5184.78	628343	1.47117e+06	-786421	262.14	-262.14	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
265.067	1.5e+06	1.48142e+06	640.575	21115.2	0	25.9168	-5286.51	5260.59	636918	1.4891e+06	-795201	265.067	-265.067	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
267.993	1.5e+06	1.46425e+06	627.155	20749.4	0	25.9378	-5362.41	5336.47	645434	1.5069e+06	-803980	267.993	-267.993	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
270.92	1.5e+06	1.44727e+06	614.312	20396.6	0	25.9578	-5438.36	5412.4	653887	1.52458e+06	-812760	270.92	-270.92	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
273.846	1.5e+06	1.43046e+06	602.02	20056.7	0	25.977	-5514.37	5488.4	662274	1.54214e+06	-821539	273.846	-273.846	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
276.773	1.5e+06	1.41382e+06	590.254	19729.2	0	25.9954	-5590.44	5564.45	670595	1.55957e+06	-830318	276.773	-276.773	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
279.699	1.5e+06	1.39736e+06	578.992	19413.6	0	26.0129	-5666.56	5640.55	678846	1.57688e+06	-839098	279.699	-279.699	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
282.626	1.5e+06	1.38108e+06	568.209	19109.6	0	26.0297	-5742.73	5716.7	687025	1.59408e+06	-847877	282.626	-282.626	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
