Time	[Ca_ex]	[Ca_s]	[Ca_c]	[Ca_B]	[s5]	[IP3]	[s7]	[s8]	[s9]	[s10]	[s11]	[TimeT]	[s13]	[Shear Stress]	Compartments[default].Volume	Compartments[Cell].Volume	Compartments[ER].Volume	Values[R_T]	Values[k1]	Values[k2]	Values[k3]	Values[k4]	Values[k5]	Values[k6]	Values[k7]	Values[K1]	Values[K2]	Values[K3]	Values[K4]	Values[K5]	Values[K_hi]	Values[k_CICR]	Values[K_CICR]	Values[k_CCE]	Values[B_T]	Values[dot_Vp]	Values[dot_Vex]	Values[dot_Vhi]	Values[dot_q_inpass]	Values[Cao]	Values[tau_I]	Values[tau_II]	Values[half]	Values[fracK]
285.552	1.5e+06	1.36498e+06	557.878	18816.6	0	26.0458	-5818.94	5792.9	695131	1.61116e+06	-856657	285.552	-285.552	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
287.965	1.5e+06	1.35183e+06	549.682	18583	0	26.0585	-5881.82	5855.76	701757	1.62516e+06	-863895	287.965	-287.965	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
288.448	1.5e+06	1.34922e+06	548.077	18537.1	0	26.061	-5894.39	5868.33	703076	1.62795e+06	-865343	288.448	-288.448	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
288.93	1.5e+06	1.34661e+06	546.483	18491.5	0	26.0634	-5906.97	5880.91	704393	1.63074e+06	-866791	288.93	-288.93	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
289.413	1.5e+06	1.344e+06	544.9	18446.2	0	26.0659	-5919.55	5893.49	705708	1.63352e+06	-868239	289.413	-289.413	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
289.895	1.5e+06	1.3414e+06	543.327	18401.1	0	26.0683	-5932.14	5906.07	707021	1.6363e+06	-869686	289.895	-289.895	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
290.861	1.5e+06	1.33622e+06	540.214	18311.8	0	26.0731	-5957.3	5931.23	709640	1.64186e+06	-872582	290.861	-290.861	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
291.826	1.5e+06	1.33105e+06	537.144	18223.5	0	26.0779	-5982.47	5956.4	712251	1.6474e+06	-875477	291.826	-291.826	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
292.791	1.5e+06	1.3259e+06	534.114	18136.2	0	26.0826	-6007.65	5981.57	714853	1.65293e+06	-878373	292.791	-292.791	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
293.756	1.5e+06	1.32078e+06	531.125	18050	0	26.0872	-6032.83	6006.74	717447	1.65845e+06	-881268	293.756	-293.756	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
297.928	1.5e+06	1.29883e+06	518.65	17688.5	0	26.1063	-6141.74	6115.63	728559	1.68218e+06	-893785	297.928	-297.928	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
302.101	1.5e+06	1.27724e+06	506.858	17344.4	0	26.1243	-6250.72	6224.6	739507	1.7057e+06	-906303	302.101	-302.101	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
306.273	1.5e+06	1.256e+06	495.692	17016.5	0	26.1412	-6359.78	6333.63	750287	1.72901e+06	-918820	306.273	-306.273	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
310.446	1.5e+06	1.23512e+06	485.103	16703.6	0	26.1571	-6468.9	6442.74	760897	1.75212e+06	-931338	310.446	-310.446	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
314.618	1.5e+06	1.21459e+06	475.045	16404.6	0	26.1719	-6578.08	6551.91	771335	1.77503e+06	-943855	314.618	-314.618	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
319.798	1.5e+06	1.18959e+06	463.233	16051.3	0	26.1892	-6713.71	6687.52	784054	1.80322e+06	-959394	319.798	-319.798	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
324.978	1.5e+06	1.16513e+06	452.102	15716.1	0	26.2051	-6849.43	6823.22	796505	1.83112e+06	-974934	324.978	-324.978	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
330.158	1.5e+06	1.14119e+06	441.586	15397.4	0	26.2198	-6985.22	6959	808688	1.85875e+06	-990474	330.158	-330.158	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
335.338	1.5e+06	1.11777e+06	431.629	15093.9	0	26.2334	-7121.08	7094.85	820604	1.8861e+06	-1.00601e+06	335.338	-335.338	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
340.518	1.5e+06	1.09486e+06	422.181	14804.2	0	26.246	-7257.01	7230.77	832254	1.9132e+06	-1.02155e+06	340.518	-340.518	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
345.738	1.5e+06	1.07228e+06	413.125	14525.1	0	26.2577	-7394.07	7367.82	843729	1.94025e+06	-1.03721e+06	345.738	-345.738	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
350.959	1.5e+06	1.05021e+06	404.499	14257.9	0	26.2685	-7531.2	7504.93	854940	1.96705e+06	-1.05288e+06	350.959	-350.959	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
356.179	1.5e+06	1.02863e+06	396.267	14001.5	0	26.2785	-7668.37	7642.09	865890	1.99361e+06	-1.06854e+06	356.179	-356.179	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
361.4	1.5e+06	1.00754e+06	388.394	13755.2	0	26.2877	-7805.59	7779.31	876582	2.01992e+06	-1.0842e+06	361.4	-361.4	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
366.621	1.5e+06	986926	380.853	13518.3	0	26.2963	-7942.86	7916.57	887022	2.046e+06	-1.09986e+06	366.621	-366.621	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
371.841	1.5e+06	966782	373.618	13289.9	0	26.3042	-8080.17	8053.87	897215	2.07185e+06	-1.11552e+06	371.841	-371.841	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
377.062	1.5e+06	947097	366.666	13069.5	0	26.3115	-8217.52	8191.21	907165	2.09747e+06	-1.13119e+06	377.062	-377.062	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
382.283	1.5e+06	927863	359.976	12856.6	0	26.3182	-8354.91	8328.59	916878	2.12288e+06	-1.14685e+06	382.283	-382.283	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
387.503	1.5e+06	909070	353.53	12650.7	0	26.3244	-8492.33	8466.01	926361	2.14806e+06	-1.16251e+06	387.503	-387.503	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
392.724	1.5e+06	890709	347.311	12451.2	0	26.3302	-8629.78	8603.45	935619	2.17303e+06	-1.17817e+06	392.724	-392.724	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
397.944	1.5e+06	872770	341.305	12257.9	0	26.3355	-8767.26	8740.93	944658	2.19779e+06	-1.19383e+06	397.944	-397.944	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
403.165	1.5e+06	855245	335.498	12070.3	0	26.3404	-8904.77	8878.43	953484	2.22235e+06	-1.20949e+06	403.165	-403.165	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
408.386	1.5e+06	838124	329.877	11888.1	0	26.3449	-9042.3	9015.95	962104	2.2467e+06	-1.22516e+06	408.386	-408.386	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
413.606	1.5e+06	821398	324.434	11711.1	0	26.3491	-9179.85	9153.5	970524	2.27085e+06	-1.24082e+06	413.606	-413.606	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
418.827	1.5e+06	805059	319.156	11538.9	0	26.353	-9317.42	9291.07	978750	2.2948e+06	-1.25648e+06	418.827	-418.827	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
422.886	1.5e+06	792617	315.16	11408.2	0	26.3558	-9424.39	9398.04	985016	2.31329e+06	-1.26866e+06	422.886	-422.886	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
426.945	1.5e+06	780398	311.257	11280.2	0	26.3584	-9531.38	9505.02	991172	2.33166e+06	-1.28083e+06	426.945	-426.945	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
427.548	1.5e+06	778600	310.684	11261.3	0	26.3588	-9547.29	9520.93	992078	2.33438e+06	-1.28264e+06	427.548	-427.548	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
428.152	1.5e+06	776807	310.113	11242.6	0	26.3592	-9563.2	9536.84	992982	2.3371e+06	-1.28446e+06	428.152	-428.152	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
428.755	1.5e+06	775019	309.544	11223.9	0	26.3595	-9579.11	9552.75	993883	2.33982e+06	-1.28627e+06	428.755	-428.755	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
429.359	1.5e+06	773235	308.977	11205.2	0	26.3599	-9595.02	9568.66	994782	2.34253e+06	-1.28808e+06	429.359	-429.359	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
430.566	1.5e+06	769683	307.849	11168.1	0	26.3606	-9626.84	9600.48	996573	2.34795e+06	-1.2917e+06	430.566	-430.566	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
431.773	1.5e+06	766149	306.728	11131.2	0	26.3614	-9658.66	9632.3	998355	2.35336e+06	-1.29532e+06	431.773	-431.773	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
432.98	1.5e+06	762635	305.614	11094.5	0	26.3621	-9690.48	9664.12	1.00013e+06	2.35876e+06	-1.29894e+06	432.98	-432.98	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
434.187	1.5e+06	759140	304.508	11058.1	0	26.3627	-9722.31	9695.94	1.00189e+06	2.36416e+06	-1.30256e+06	434.187	-434.187	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
439.874	1.5e+06	742924	299.391	10889.1	0	26.3658	-9872.24	9845.87	1.01008e+06	2.38942e+06	-1.31962e+06	439.874	-439.874	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
445.561	1.5e+06	727115	294.428	10724.8	0	26.3686	-10022.2	9995.82	1.01808e+06	2.41446e+06	-1.33668e+06	445.561	-445.561	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
451.248	1.5e+06	711702	289.61	10564.7	0	26.3712	-10172.2	10145.8	1.02589e+06	2.43929e+06	-1.35374e+06	451.248	-451.248	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
456.935	1.5e+06	696676	284.932	10408.9	0	26.3736	-10322.1	10295.8	1.03352e+06	2.4639e+06	-1.3708e+06	456.935	-456.935	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
464.662	1.5e+06	676860	278.788	10203.5	0	26.3765	-10525.9	10499.6	1.04362e+06	2.49701e+06	-1.39398e+06	464.662	-464.662	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
472.388	1.5e+06	657714	272.877	10005.2	0	26.3791	-10729.7	10703.4	1.05342e+06	2.52974e+06	-1.41717e+06	472.388	-472.388	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
478.648	1.5e+06	642678	268.252	9849.52	0	26.381	-10894.9	10868.5	1.06116e+06	2.55597e+06	-1.43594e+06	478.648	-478.648	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
484.907	1.5e+06	628054	263.766	9698.12	0	26.3827	-11060	11033.6	1.06872e+06	2.58197e+06	-1.45472e+06	484.907	-484.907	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
491.166	1.5e+06	613829	259.414	9550.86	0	26.3843	-11225.1	11198.8	1.07612e+06	2.60773e+06	-1.4735e+06	491.166	-491.166	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
497.426	1.5e+06	599992	255.193	9407.6	0	26.3857	-11390.3	11363.9	1.08336e+06	2.63325e+06	-1.49228e+06	497.426	-497.426	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
503.685	1.5e+06	586532	251.096	9268.25	0	26.387	-11555.5	11529.1	1.09045e+06	2.65854e+06	-1.51105e+06	503.685	-503.685	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
512.808	1.5e+06	567565	245.341	9071.89	0	26.3887	-11796.2	11769.8	1.10053e+06	2.695e+06	-1.53843e+06	512.808	-512.808	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
521.932	1.5e+06	549342	239.832	8883.27	0	26.3901	-12037	12010.6	1.11032e+06	2.73099e+06	-1.5658e+06	521.932	-521.932	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
531.055	1.5e+06	531832	234.559	8702.1	0	26.3914	-12277.7	12251.4	1.11986e+06	2.76652e+06	-1.59317e+06	531.055	-531.055	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
540.178	1.5e+06	515006	229.511	8528.12	0	26.3925	-12518.5	12492.1	1.12916e+06	2.8016e+06	-1.62054e+06	540.178	-540.178	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
549.302	1.5e+06	498834	224.679	8361.08	0	26.3935	-12759.3	12732.9	1.13823e+06	2.83625e+06	-1.64791e+06	549.302	-549.302	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
560.769	1.5e+06	479395	218.898	8160.6	0	26.3945	-13062	13035.6	1.14933e+06	2.87918e+06	-1.68231e+06	560.769	-560.769	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
572.236	1.5e+06	460898	213.429	7970.24	0	26.3954	-13364.7	13338.3	1.16014e+06	2.92147e+06	-1.71671e+06	572.236	-572.236	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
583.703	1.5e+06	443293	208.255	7789.57	0	26.3961	-13667.3	13641	1.17067e+06	2.96313e+06	-1.75111e+06	583.703	-583.703	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
595.17	1.5e+06	426536	203.361	7618.14	0	26.3967	-13970	13943.6	1.18095e+06	3.00419e+06	-1.78551e+06	595.17	-595.17	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
606.637	1.5e+06	410583	198.734	7455.55	0	26.3973	-14272.7	14246.3	1.191e+06	3.04466e+06	-1.81991e+06	606.637	-606.637	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
618.104	1.5e+06	395394	194.358	7301.39	0	26.3977	-14575.4	14549	1.20084e+06	3.08457e+06	-1.85431e+06	618.104	-618.104	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
629.572	1.5e+06	380932	190.222	7155.26	0	26.3981	-14878.1	14851.8	1.21049e+06	3.12394e+06	-1.88871e+06	629.572	-629.572	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
641.039	1.5e+06	367160	186.311	7016.77	0	26.3984	-15180.9	15154.5	1.21995e+06	3.16279e+06	-1.92312e+06	641.039	-641.039	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
652.506	1.5e+06	354044	182.615	6885.54	0	26.3986	-15483.6	15457.2	1.22926e+06	3.20114e+06	-1.95752e+06	652.506	-652.506	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
663.973	1.5e+06	341552	179.121	6761.22	0	26.3989	-15786.3	15759.9	1.2384e+06	3.23901e+06	-1.99192e+06	663.973	-663.973	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
675.44	1.5e+06	329653	175.818	6643.44	0	26.399	-16089	16062.6	1.24741e+06	3.27642e+06	-2.02632e+06	675.44	-675.44	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
686.907	1.5e+06	318319	172.695	6531.87	0	26.3992	-16391.7	16365.3	1.25628e+06	3.3134e+06	-2.06072e+06	686.907	-686.907	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
698.374	1.5e+06	307522	169.743	6426.19	0	26.3993	-16694.5	16668.1	1.26503e+06	3.34996e+06	-2.09512e+06	698.374	-698.374	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
709.841	1.5e+06	297237	166.952	6326.08	0	26.3994	-16997.2	16970.8	1.27367e+06	3.38611e+06	-2.12952e+06	709.841	-709.841	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
721.308	1.5e+06	287439	164.312	6231.25	0	26.3995	-17299.9	17273.5	1.2822e+06	3.42188e+06	-2.16392e+06	721.308	-721.308	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
732.775	1.5e+06	278104	161.815	6141.41	0	26.3996	-17602.6	17576.2	1.29063e+06	3.45728e+06	-2.19833e+06	732.775	-732.775	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
744.242	1.5e+06	269210	159.454	6056.29	0	26.3997	-17905.4	17879	1.29896e+06	3.49233e+06	-2.23273e+06	744.242	-744.242	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
755.71	1.5e+06	260737	157.219	5975.65	0	26.3997	-18208.1	18181.7	1.3072e+06	3.52704e+06	-2.26713e+06	755.71	-755.71	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
767.177	1.5e+06	252664	155.104	5899.22	0	26.3998	-18510.8	18484.4	1.31536e+06	3.56144e+06	-2.30153e+06	767.177	-767.177	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
778.644	1.5e+06	244972	153.103	5826.79	0	26.3998	-18813.5	18787.1	1.32344e+06	3.59552e+06	-2.33593e+06	778.644	-778.644	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
796.294	1.5e+06	233837	150.229	5722.61	0	26.3998	-19279.5	19253.1	1.33573e+06	3.64743e+06	-2.38888e+06	796.294	-796.294	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
813.945	1.5e+06	223500	147.585	5626.65	0	26.3999	-19745.5	19719.1	1.34786e+06	3.69868e+06	-2.44183e+06	813.945	-813.945	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
831.595	1.5e+06	213905	145.154	5538.21	0	26.3999	-20211.5	20185.1	1.35984e+06	3.74934e+06	-2.49479e+06	831.595	-831.595	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
849.246	1.5e+06	204998	142.915	5456.7	0	26.3999	-20677.4	20651	1.37169e+06	3.79944e+06	-2.54774e+06	849.246	-849.246	0	1	1	1	44000	0.0006	1	3.32	2500	5e-11	0.05	150	0	200	150	80	321	380	1	0	0	120000	815	9165	2380	3000	100	66	0.01	0.5	7.07107e+06
